Reaction Date,Reaction Type,Parent Type,Parent ID
"Jul 9, 2024, 12:38:50 AM",Kudos,Activity,11841679279
"Jul 9, 2024, 11:37:57 AM",Kudos,Activity,11845037883
"Jul 9, 2024, 9:46:38 PM",Kudos,Activity,11849185509
"Jul 9, 2024, 11:08:16 PM",Kudos,Activity,11849805556
"Jul 9, 2024, 11:08:18 PM",Kudos,Activity,11849891254
"Jul 9, 2024, 11:08:20 PM",Kudos,Activity,11849596730
"Jul 10, 2024, 12:27:02 AM",Kudos,Activity,11850011140
"Jul 10, 2024, 2:41:54 PM",Kudos,Activity,11853377383
"Jul 10, 2024, 10:59:20 PM",Kudos,Activity,11857862330
"Jul 10, 2024, 11:25:14 PM",Kudos,Activity,11858128886
"Jul 11, 2024, 12:32:08 AM",Kudos,Activity,11858230461
"Jul 11, 2024, 12:32:12 AM",Kudos,Activity,11855411270
"Jul 11, 2024, 12:32:15 AM",Kudos,Activity,11855582446
"Jul 11, 2024, 11:51:55 AM",Kudos,Activity,11861479155
"Jul 11, 2024, 11:51:57 AM",Kudos,Activity,11861479038
"Jul 11, 2024, 11:52:00 AM",Kudos,Activity,11861066373
"Jul 11, 2024, 11:52:08 AM",Kudos,Activity,11861187486
"Jul 11, 2024, 11:52:12 AM",Kudos,Activity,11860778407
"Jul 11, 2024, 12:24:11 PM",Kudos,Activity,11861744883
"Jul 11, 2024, 10:15:49 PM",Kudos,Activity,11865797884
"Jul 12, 2024, 2:14:10 AM",Kudos,Activity,11866206741
"Jul 12, 2024, 2:14:13 AM",Kudos,Activity,11866206948
"Jul 12, 2024, 2:14:20 AM",Kudos,Activity,11866206315
"Jul 12, 2024, 12:19:14 PM",Kudos,Activity,11869504835
"Jul 12, 2024, 12:19:19 PM",Kudos,Activity,11869502973
"Jul 13, 2024, 12:43:28 AM",Kudos,Activity,11873674609
"Jul 13, 2024, 10:27:25 PM",Kudos,Activity,11880996514
"Jul 13, 2024, 11:27:05 PM",Kudos,Activity,11881522872
"Jul 13, 2024, 11:27:12 PM",Kudos,Activity,11879164803
"Jul 13, 2024, 11:27:13 PM",Kudos,Activity,11879163863
"Jul 13, 2024, 11:27:14 PM",Kudos,Activity,11879163861
"Jul 14, 2024, 10:59:23 AM",Kudos,Activity,11884429741
"Jul 14, 2024, 4:04:29 PM",Kudos,Activity,11887488158
"Jul 14, 2024, 7:55:32 PM",Kudos,Activity,11889225409
"Jul 14, 2024, 7:55:40 PM",Kudos,Activity,11889214933
"Jul 14, 2024, 7:55:45 PM",Kudos,Activity,11889225197
"Jul 14, 2024, 7:55:48 PM",Kudos,Activity,11888455863
"Jul 14, 2024, 7:55:52 PM",Kudos,Activity,11886571449
"Jul 15, 2024, 12:29:19 AM",Kudos,Activity,11889929650
"Jul 15, 2024, 2:01:15 PM",Kudos,Activity,11893518110
"Jul 15, 2024, 4:05:59 PM",Kudos,Activity,11894601612
"Jul 15, 2024, 7:31:04 PM",Kudos,Activity,11896234047
"Jul 15, 2024, 7:31:10 PM",Kudos,Activity,11894938086
"Jul 15, 2024, 7:31:18 PM",Kudos,Activity,11893997536
"Jul 15, 2024, 7:31:20 PM",Kudos,Activity,11894464263
"Jul 15, 2024, 11:04:35 PM",Kudos,Activity,11897419915
"Jul 15, 2024, 11:04:37 PM",Kudos,Activity,11897454320
"Jul 15, 2024, 11:04:40 PM",Kudos,Activity,11897463597
"Jul 16, 2024, 9:20:25 AM",Kudos,Activity,11899971326
"Jul 16, 2024, 11:20:13 AM",Kudos,Activity,11900755593
"Jul 16, 2024, 8:56:59 PM",Kudos,Activity,11905418735
"Jul 16, 2024, 9:52:56 PM",Kudos,Activity,11905637883
"Jul 16, 2024, 11:35:53 PM",Kudos,Activity,11906064903
"Jul 17, 2024, 9:45:47 AM",Kudos,Activity,11908819872
"Jul 17, 2024, 10:31:19 AM",Kudos,Activity,11909061218
"Jul 17, 2024, 11:39:19 AM",Kudos,Activity,11909216221
"Jul 17, 2024, 2:31:14 PM",Kudos,Activity,11910635765
"Jul 17, 2024, 4:56:15 PM",Kudos,Activity,11911917864
"Jul 17, 2024, 4:56:17 PM",Kudos,Activity,11912089312
"Jul 17, 2024, 9:04:46 PM",Kudos,Activity,11914067081
"Jul 17, 2024, 10:52:28 PM",Kudos,Activity,11914675052
"Jul 17, 2024, 10:52:30 PM",Kudos,Activity,11914626655
"Jul 18, 2024, 12:08:14 AM",Kudos,Activity,11915012579
"Jul 18, 2024, 12:08:19 AM",Kudos,Activity,11914965880
"Jul 18, 2024, 10:15:32 AM",Kudos,Activity,11917639581
"Jul 18, 2024, 11:50:40 AM",Kudos,Activity,11918302356
"Jul 18, 2024, 11:50:43 AM",Kudos,Activity,11917921899
"Jul 19, 2024, 8:18:34 AM",Kudos,Activity,11923383365
"Jul 19, 2024, 8:18:37 AM",Kudos,Activity,11922506371
"Jul 19, 2024, 5:40:15 PM",Kudos,Activity,11927948272
"Jul 19, 2024, 5:40:21 PM",Kudos,Activity,11928059193
"Jul 19, 2024, 9:46:00 PM",Kudos,Activity,11930246807
"Jul 19, 2024, 10:54:47 PM",Kudos,Activity,11930736802
"Jul 20, 2024, 1:35:21 PM",Kudos,Activity,11934803080
"Jul 20, 2024, 3:28:19 PM",Kudos,Activity,11936248916
"Jul 20, 2024, 6:57:04 PM",Kudos,Activity,11937435422
"Jul 20, 2024, 10:58:37 PM",Kudos,Activity,11939115504
"Jul 20, 2024, 11:53:18 PM",Kudos,Activity,11939364123
"Jul 21, 2024, 2:21:13 PM",Kudos,Activity,11944225200
"Jul 21, 2024, 4:36:38 PM",Kudos,Activity,11945626291
"Jul 21, 2024, 4:36:49 PM",Kudos,Activity,11944858051
"Jul 21, 2024, 4:36:52 PM",Kudos,Activity,11944857602
"Jul 21, 2024, 5:45:22 PM",Kudos,Activity,11946188329
"Jul 22, 2024, 12:03:25 AM",Kudos,Activity,11947949250
"Jul 22, 2024, 12:09:53 AM",Kudos,Activity,11947133658
"Jul 22, 2024, 1:21:16 AM",Kudos,Activity,11947574871
"Jul 22, 2024, 9:05:57 AM",Kudos,Activity,11949856026
"Jul 22, 2024, 8:14:04 PM",Kudos,Activity,11950478456
"Jul 22, 2024, 8:14:07 PM",Kudos,Activity,11952128277
"Jul 22, 2024, 8:14:10 PM",Kudos,Activity,11951113416
"Jul 22, 2024, 8:14:13 PM",Kudos,Activity,11952711788
"Jul 22, 2024, 8:14:14 PM",Kudos,Activity,11951127357
"Jul 22, 2024, 8:14:16 PM",Kudos,Activity,11951113054
"Jul 22, 2024, 8:14:17 PM",Kudos,Activity,11952805681
"Jul 22, 2024, 8:14:21 PM",Kudos,Activity,11952105154
"Jul 22, 2024, 9:06:17 PM",Kudos,Activity,11955086394
"Jul 23, 2024, 11:06:41 PM",Kudos,Activity,11964183892
"Jul 23, 2024, 11:06:47 PM",Kudos,Activity,11964183919
"Jul 23, 2024, 11:06:50 PM",Kudos,Activity,11960863353
"Jul 23, 2024, 11:06:51 PM",Kudos,Activity,11963992424
"Jul 23, 2024, 11:06:53 PM",Kudos,Activity,11964317101
"Jul 23, 2024, 11:07:34 PM",Kudos,Activity,11961649536
"Jul 23, 2024, 11:07:35 PM",Kudos,Activity,11964327472
"Jul 24, 2024, 12:07:55 AM",Kudos,Activity,11964764463
"Jul 24, 2024, 12:51:52 PM",Kudos,Activity,11968384494
"Jul 24, 2024, 8:55:30 PM",Kudos,Activity,11972545357
"Jul 24, 2024, 10:24:53 PM",Kudos,Activity,11972753944
"Jul 24, 2024, 11:29:42 PM",Kudos,Activity,11973424538
"Jul 25, 2024, 2:37:01 AM",Kudos,Activity,11973818791
"Jul 25, 2024, 8:36:52 PM",Kudos,Activity,11980864350
"Jul 25, 2024, 8:36:53 PM",Kudos,Activity,11979104330
"Jul 25, 2024, 8:36:55 PM",Kudos,Activity,11978386032
"Jul 25, 2024, 8:36:57 PM",Kudos,Activity,11978385782
"Jul 25, 2024, 10:22:22 PM",Kudos,Activity,11981160038
"Jul 26, 2024, 12:19:46 AM",Kudos,Activity,11981654470
"Jul 26, 2024, 12:19:52 AM",Kudos,Activity,11981027963
"Jul 26, 2024, 12:19:55 AM",Kudos,Activity,11980958313
"Jul 26, 2024, 9:53:55 AM",Kudos,Activity,11935033902
"Jul 26, 2024, 1:42:36 PM",Kudos,Activity,11985526916
"Jul 26, 2024, 4:23:33 PM",Kudos,Activity,11986907612
"Jul 27, 2024, 2:16:55 AM",Kudos,Activity,11989717851
"Jul 27, 2024, 2:18:06 AM",Kudos,Activity,11989269020
"Jul 27, 2024, 2:18:14 AM",Kudos,Activity,11988800953
"Jul 27, 2024, 10:56:28 PM",Kudos,Activity,11997275285
"Jul 27, 2024, 10:56:37 PM",Kudos,Activity,11997274328
"Jul 28, 2024, 1:36:41 PM",Kudos,Activity,12002017757
"Jul 28, 2024, 4:07:03 PM",Kudos,Activity,12002721630
"Jul 28, 2024, 4:07:06 PM",Kudos,Activity,12002726658
"Jul 29, 2024, 1:55:22 PM",Kudos,Activity,12009047160
"Jul 29, 2024, 10:14:06 PM",Kudos,Activity,12013749460
"Jul 29, 2024, 10:14:12 PM",Kudos,Activity,12011132318
"Jul 29, 2024, 11:54:45 PM",Kudos,Activity,12013981785
"Jul 30, 2024, 12:56:19 PM",Kudos,Activity,12017352902
"Jul 30, 2024, 8:30:06 PM",Kudos,Activity,12019113110
"Jul 30, 2024, 8:30:11 PM",Kudos,Activity,12019882262
"Jul 30, 2024, 8:30:20 PM",Kudos,Activity,12019420482
"Jul 31, 2024, 12:45:43 AM",Kudos,Activity,12022674970
"Jul 31, 2024, 12:45:45 AM",Kudos,Activity,12022639933
"Jul 31, 2024, 12:45:47 AM",Kudos,Activity,12022461179
"Jul 31, 2024, 12:45:51 AM",Kudos,Activity,12023049173
"Jul 31, 2024, 1:07:26 AM",Kudos,Activity,12023406815
"Jul 31, 2024, 1:07:28 AM",Kudos,Activity,12023160045
"Jul 31, 2024, 10:57:17 AM",Kudos,Activity,12025953684
"Jul 31, 2024, 11:06:49 PM",Kudos,Activity,12031067950
"Jul 31, 2024, 11:06:54 PM",Kudos,Activity,12028464531
"Jul 31, 2024, 11:06:58 PM",Kudos,Activity,12026330686
"Jul 31, 2024, 11:06:59 PM",Kudos,Activity,12026391132
"Jul 31, 2024, 11:07:02 PM",Kudos,Activity,12031022650
"Jul 31, 2024, 11:07:05 PM",Kudos,Activity,12028776514
"Jul 31, 2024, 11:07:14 PM",Kudos,Activity,12028315476
"Jul 31, 2024, 11:07:19 PM",Kudos,Activity,12030061559
"Jul 31, 2024, 11:49:28 PM",Kudos,Activity,12031544921
"Aug 2, 2024, 1:00:52 AM",Kudos,Activity,12039419868
"Aug 2, 2024, 1:59:12 AM",Kudos,Activity,12040319328
"Aug 2, 2024, 4:25:57 PM",Kudos,Activity,12044843989
"Aug 3, 2024, 11:21:11 AM",Kudos,Activity,12050703623
"Aug 4, 2024, 6:31:55 PM",Kudos,Activity,12053947567
"Aug 5, 2024, 2:26:11 AM",Kudos,Activity,12055702264
"Aug 5, 2024, 2:26:17 AM",Kudos,Activity,12054033195
"Aug 5, 2024, 2:26:19 AM",Kudos,Activity,12061949287
"Aug 5, 2024, 1:51:44 PM",Kudos,Activity,12068225956
"Aug 5, 2024, 5:35:57 PM",Kudos,Activity,12069701246
"Aug 5, 2024, 5:35:59 PM",Kudos,Activity,12069155282
"Aug 5, 2024, 9:16:24 PM",Kudos,Activity,12070328141
"Aug 5, 2024, 11:07:00 PM",Kudos,Activity,12072406689
"Aug 5, 2024, 11:37:04 PM",Kudos,Activity,12072522479
"Aug 6, 2024, 2:29:25 AM",Kudos,Activity,12072737180
"Aug 6, 2024, 2:29:39 AM",Kudos,Activity,12073398279
"Aug 6, 2024, 2:29:45 AM",Kudos,Activity,12072570110
"Aug 6, 2024, 12:06:53 PM",Kudos,Activity,12076468470
"Aug 7, 2024, 1:00:37 AM",Kudos,Activity,12082239084
"Aug 7, 2024, 1:00:42 AM",Kudos,Activity,12082239040
"Aug 7, 2024, 10:19:32 PM",Kudos,Activity,12090250632
"Aug 7, 2024, 10:19:44 PM",Kudos,Activity,12085254163
"Aug 7, 2024, 10:19:54 PM",Kudos,Activity,12085050432
"Aug 7, 2024, 10:20:01 PM",Kudos,Activity,12084873766
"Aug 8, 2024, 12:11:04 PM",Kudos,Activity,12090950229
"Aug 8, 2024, 12:11:07 PM",Kudos,Activity,12093652685
"Aug 8, 2024, 12:11:10 PM",Kudos,Activity,12091782114
"Aug 8, 2024, 12:11:12 PM",Kudos,Activity,12093967961
"Aug 8, 2024, 9:11:54 PM",Kudos,Activity,12097255985
"Aug 9, 2024, 6:08:59 PM",Kudos,Activity,12102415471
"Aug 9, 2024, 7:54:02 PM",Kudos,Activity,12104512709
"Aug 9, 2024, 7:54:02 PM",Kudos,Activity,12105032824
"Aug 9, 2024, 7:54:10 PM",Kudos,Activity,12101751503
"Aug 10, 2024, 2:15:36 PM",Kudos,Activity,12111616818
"Aug 10, 2024, 3:51:14 PM",Kudos,Activity,12111562837
"Aug 10, 2024, 3:51:16 PM",Kudos,Activity,12111559216
"Aug 10, 2024, 9:20:27 PM",Kudos,Activity,12114434027
"Aug 10, 2024, 10:16:15 PM",Kudos,Activity,12114871812
"Aug 11, 2024, 12:39:07 AM",Kudos,Activity,12114917355
"Aug 11, 2024, 12:48:55 PM",Kudos,Activity,12119021089
"Aug 11, 2024, 2:32:37 PM",Kudos,Activity,12119993594
"Aug 11, 2024, 5:32:12 PM",Kudos,Activity,12120725879
"Aug 11, 2024, 5:32:15 PM",Kudos,Activity,12121501543
"Aug 11, 2024, 10:09:12 PM",Kudos,Activity,12123789836
"Aug 12, 2024, 11:48:03 AM",Kudos,Activity,12126608469
"Aug 12, 2024, 11:57:18 AM",Kudos,Activity,12127251364
"Aug 12, 2024, 4:07:53 PM",Kudos,Activity,12128495242
"Aug 12, 2024, 8:17:47 PM",Kudos,Activity,12129229006
"Aug 12, 2024, 9:07:19 PM",Kudos,Activity,12131121532
"Aug 12, 2024, 10:01:35 PM",Kudos,Activity,12131431874
"Aug 12, 2024, 10:01:39 PM",Kudos,Activity,12131499625
"Aug 12, 2024, 11:43:48 PM",Kudos,Activity,12131637926
"Aug 13, 2024, 5:29:21 AM",Kudos,Activity,12132658592
"Aug 13, 2024, 10:27:54 AM",Kudos,Activity,12135104507
"Aug 13, 2024, 7:51:42 PM",Kudos,Activity,12139675667
"Aug 13, 2024, 7:51:45 PM",Kudos,Activity,12138025691
"Aug 13, 2024, 7:51:47 PM",Kudos,Activity,12136558513
"Aug 13, 2024, 7:51:51 PM",Kudos,Activity,12135203932
"Aug 14, 2024, 10:39:17 AM",Kudos,Activity,12144049503
"Aug 14, 2024, 12:00:43 PM",Kudos,Activity,12144844936
"Aug 14, 2024, 2:05:35 PM",Kudos,Activity,12144273863
"Aug 14, 2024, 5:32:44 PM",Kudos,Activity,12147065243
"Aug 14, 2024, 9:11:52 PM",Kudos,Activity,12147888746
"Aug 15, 2024, 1:35:21 AM",Kudos,Activity,12149811037
"Aug 15, 2024, 10:19:03 AM",Kudos,Activity,12152322671
"Aug 15, 2024, 11:51:17 AM",Kudos,Activity,12152614315
"Aug 15, 2024, 11:51:21 AM",Kudos,Activity,12152769838
"Aug 15, 2024, 11:51:25 AM",Kudos,Activity,12152722734
"Aug 15, 2024, 1:59:52 PM",Kudos,Activity,12154180375
"Aug 15, 2024, 6:56:59 PM",Kudos,Activity,12155687012
"Aug 15, 2024, 7:38:40 PM",Kudos,Activity,12156715070
"Aug 16, 2024, 11:22:57 AM",Kudos,Activity,12160948064
"Aug 17, 2024, 2:36:15 PM",Kudos,Activity,12170428018
"Aug 17, 2024, 5:06:51 PM",Kudos,Activity,12171820508
"Aug 18, 2024, 1:50:17 PM",Kudos,Activity,12179468616
"Aug 18, 2024, 6:11:06 PM",Kudos,Activity,12180645710
"Aug 18, 2024, 8:56:39 PM",Kudos,Activity,12182758848
"Aug 18, 2024, 8:56:44 PM",Kudos,Activity,12179595759
"Aug 19, 2024, 12:42:55 PM",Kudos,Activity,12186407591
"Aug 19, 2024, 8:03:37 PM",Kudos,Activity,12188713199
"Aug 19, 2024, 8:03:38 PM",Kudos,Activity,12188256856
"Aug 19, 2024, 8:53:39 PM",Kudos,Activity,12190501338
"Aug 19, 2024, 8:55:09 PM",Kudos,Activity,12178382775
"Aug 19, 2024, 10:36:58 PM",Kudos,Activity,12190771621
"Aug 20, 2024, 4:32:23 PM",Kudos,Activity,12196254972
"Aug 20, 2024, 6:35:30 PM",Kudos,Activity,12197312649
"Aug 21, 2024, 10:08:42 AM",Kudos,Activity,12203252739
"Aug 21, 2024, 10:50:29 AM",Kudos,Activity,12203337826
"Aug 21, 2024, 10:50:49 AM",Kudos,Activity,12203591536
"Aug 21, 2024, 11:33:43 AM",Kudos,Activity,12203887385
"Aug 21, 2024, 11:33:46 AM",Kudos,Activity,12203769863
"Aug 21, 2024, 4:18:32 PM",Kudos,Activity,12206051707
"Aug 21, 2024, 4:18:33 PM",Kudos,Activity,12206123115
"Aug 21, 2024, 4:18:39 PM",Kudos,Activity,12206050903
"Aug 21, 2024, 5:59:05 PM",Kudos,Activity,12206613102
"Aug 21, 2024, 11:56:01 PM",Kudos,Activity,12209092774
"Aug 22, 2024, 1:28:41 AM",Kudos,Activity,12209832500
"Aug 22, 2024, 8:48:10 PM",Kudos,Activity,12216824292
"Aug 23, 2024, 12:31:33 AM",Kudos,Activity,12217648596
"Aug 23, 2024, 11:23:15 PM",Kudos,Activity,12225116237
"Aug 23, 2024, 11:23:21 PM",Kudos,Activity,12221016053
"Aug 23, 2024, 11:23:23 PM",Kudos,Activity,12223012698
"Aug 23, 2024, 11:23:28 PM",Kudos,Activity,12222900887
"Aug 23, 2024, 11:23:32 PM",Kudos,Activity,12223147901
"Aug 24, 2024, 2:04:12 PM",Kudos,Activity,12230319386
"Aug 24, 2024, 9:13:37 PM",Kudos,Activity,12233156703
"Aug 24, 2024, 9:13:38 PM",Kudos,Activity,12233151802
"Aug 24, 2024, 9:13:40 PM",Kudos,Activity,12233319472
"Aug 24, 2024, 9:13:43 PM",Kudos,Activity,12233102760
"Aug 24, 2024, 9:13:45 PM",Kudos,Activity,12232904821
"Aug 25, 2024, 10:30:27 AM",Kudos,Activity,12234364546
"Aug 25, 2024, 2:10:18 PM",Kudos,Activity,12239091620
"Aug 25, 2024, 2:49:42 PM",Kudos,Activity,12239345669
"Aug 25, 2024, 2:50:11 PM",Kudos,Activity,12238139089
"Aug 25, 2024, 4:34:53 PM",Kudos,Activity,12239648369
"Aug 25, 2024, 9:21:49 PM",Kudos,Activity,12238115056
"Aug 25, 2024, 9:39:54 PM",Kudos,Activity,12237975749
"Aug 26, 2024, 11:42:59 AM",Kudos,Activity,12245707223
"Aug 26, 2024, 8:36:09 PM",Kudos,Activity,12248064685
"Aug 26, 2024, 8:36:10 PM",Kudos,Activity,12247880007
"Aug 26, 2024, 10:21:09 PM",Kudos,Activity,12250418622
"Aug 27, 2024, 7:48:37 PM",Kudos,Activity,12256565101
"Aug 27, 2024, 7:48:57 PM",Kudos,Activity,12253679306
"Aug 27, 2024, 7:49:02 PM",Kudos,Activity,12253513488
"Aug 27, 2024, 7:49:09 PM",Kudos,Activity,12250827752
"Aug 27, 2024, 7:49:12 PM",Kudos,Activity,12251038890
"Aug 27, 2024, 7:49:14 PM",Kudos,Activity,12254048015
"Aug 27, 2024, 7:49:16 PM",Kudos,Activity,12254195251
"Aug 27, 2024, 7:49:18 PM",Kudos,Activity,12253575331
"Aug 27, 2024, 7:49:21 PM",Kudos,Activity,12250712944
"Aug 28, 2024, 11:37:00 AM",Kudos,Activity,12263234322
"Aug 28, 2024, 12:48:42 PM",Kudos,Activity,12263744204
"Aug 28, 2024, 12:48:47 PM",Kudos,Activity,12262696884
"Aug 28, 2024, 12:48:49 PM",Kudos,Activity,12262907046
"Aug 28, 2024, 12:48:52 PM",Kudos,Activity,12262766334
"Aug 28, 2024, 12:48:58 PM",Kudos,Activity,12262966414
"Aug 28, 2024, 12:49:01 PM",Kudos,Activity,12262741375
"Aug 28, 2024, 12:49:04 PM",Kudos,Activity,12262972828
"Aug 28, 2024, 6:33:50 PM",Kudos,Activity,12265356275
"Aug 28, 2024, 6:33:51 PM",Kudos,Activity,12265600252
"Aug 28, 2024, 6:33:54 PM",Kudos,Activity,12264881188
"Aug 28, 2024, 10:49:17 PM",Kudos,Activity,12268295808
"Aug 29, 2024, 2:09:42 PM",Kudos,Activity,12272568953
"Aug 29, 2024, 2:10:00 PM",Kudos,Activity,12271739378
"Aug 29, 2024, 2:10:04 PM",Kudos,Activity,12271578091
"Aug 29, 2024, 2:10:07 PM",Kudos,Activity,12271377096
"Aug 30, 2024, 1:14:46 AM",Kudos,Activity,12274228420
"Aug 30, 2024, 1:14:47 AM",Kudos,Activity,12274120137
"Aug 30, 2024, 7:50:33 PM",Kudos,Activity,12282463017
"Aug 31, 2024, 12:21:36 PM",Kudos,Activity,12288509782
"Aug 31, 2024, 12:22:04 PM",Kudos,Activity,12288491898
"Aug 31, 2024, 12:22:07 PM",Kudos,Activity,12288255983
"Aug 31, 2024, 12:22:12 PM",Kudos,Activity,12288352148
"Aug 31, 2024, 12:50:29 PM",Kudos,Activity,12288856722
"Aug 31, 2024, 1:22:59 PM",Kudos,Activity,12289162658
"Aug 31, 2024, 1:28:36 PM",Kudos,Activity,12289039181
"Aug 31, 2024, 8:30:02 PM",Kudos,Activity,12292009387
"Aug 31, 2024, 8:30:25 PM",Kudos,Activity,12290399602
"Sep 1, 2024, 11:53:06 AM",Kudos,Activity,12294240240
"Sep 1, 2024, 1:34:43 PM",Kudos,Activity,12297567864
"Sep 2, 2024, 12:27:02 AM",Kudos,Activity,12299901507
"Sep 2, 2024, 11:33:31 AM",Kudos,Activity,12304986309
"Sep 2, 2024, 11:33:34 AM",Kudos,Activity,12304719625
"Sep 2, 2024, 11:33:38 AM",Kudos,Activity,12304905874
"Sep 2, 2024, 3:51:02 PM",Kudos,Activity,12306669745
"Sep 2, 2024, 3:51:16 PM",Kudos,Activity,12305163663
"Sep 2, 2024, 4:30:57 PM",Kudos,Activity,12307113077
"Sep 2, 2024, 9:26:28 PM",Kudos,Activity,12307426427
"Sep 2, 2024, 10:53:41 PM",Kudos,Activity,12310347463
"Sep 3, 2024, 10:01:30 AM",Kudos,Activity,12311245921
"Sep 3, 2024, 10:01:34 AM",Kudos,Activity,12310505005
"Sep 3, 2024, 11:41:05 AM",Kudos,Activity,12313341177
"Sep 3, 2024, 11:41:29 AM",Kudos,Activity,12313551780
"Sep 3, 2024, 8:23:31 PM",Kudos,Activity,12318159270
"Sep 3, 2024, 8:23:45 PM",Kudos,Activity,12316126828
"Sep 3, 2024, 11:53:42 PM",Kudos,Activity,12319641918
"Sep 3, 2024, 11:53:45 PM",Kudos,Activity,12319560606
"Sep 4, 2024, 1:05:26 AM",Kudos,Activity,12320180589
"Sep 4, 2024, 1:05:29 AM",Kudos,Activity,12320199313
"Sep 4, 2024, 1:05:35 AM",Kudos,Activity,12320199156
"Sep 4, 2024, 1:05:36 AM",Kudos,Activity,12320190009
"Sep 4, 2024, 5:02:44 PM",Kudos,Activity,12324404390
"Sep 4, 2024, 5:02:50 PM",Kudos,Activity,12325175470
"Sep 4, 2024, 5:02:53 PM",Kudos,Activity,12325176099
"Sep 4, 2024, 8:53:32 PM",Kudos,Activity,12325147089
"Sep 4, 2024, 8:53:34 PM",Kudos,Activity,12325451738
"Sep 4, 2024, 8:53:47 PM",Kudos,Activity,12322526642
"Sep 4, 2024, 8:53:53 PM",Kudos,Activity,12322547920
"Sep 4, 2024, 8:53:57 PM",Kudos,Activity,12322797753
"Sep 4, 2024, 8:54:00 PM",Kudos,Activity,12322598374
"Sep 4, 2024, 8:54:04 PM",Kudos,Activity,12322930125
"Sep 4, 2024, 8:54:09 PM",Kudos,Activity,12322584499
"Sep 4, 2024, 10:43:07 PM",Kudos,Activity,12328169586
"Sep 4, 2024, 10:43:10 PM",Kudos,Activity,12328137554
"Sep 5, 2024, 10:59:36 AM",Kudos,Activity,12331451779
"Sep 5, 2024, 11:26:30 AM",Kudos,Activity,12331693838
"Sep 5, 2024, 8:15:34 PM",Kudos,Activity,12334017201
"Sep 5, 2024, 8:15:37 PM",Kudos,Activity,12334224715
"Sep 6, 2024, 12:14:51 PM",Kudos,Activity,12340227198
"Sep 6, 2024, 12:14:55 PM",Kudos,Activity,12340227009
"Sep 6, 2024, 5:41:56 PM",Kudos,Activity,12342494914
"Sep 6, 2024, 7:31:35 PM",Kudos,Activity,12342290346
"Sep 7, 2024, 1:24:42 AM",Kudos,Activity,12344622828
"Sep 7, 2024, 1:24:47 AM",Kudos,Activity,12344431027
"Sep 7, 2024, 10:16:13 AM",Kudos,Activity,12345600400
"Sep 8, 2024, 1:22:12 PM",Kudos,Activity,12358260046
"Sep 8, 2024, 1:22:15 PM",Kudos,Activity,12358087430
"Sep 8, 2024, 1:26:26 PM",Kudos,Activity,12358392248
"Sep 8, 2024, 1:58:30 PM",Kudos,Activity,12358711626
"Sep 8, 2024, 1:59:06 PM",Kudos,Activity,12358741559
"Sep 8, 2024, 2:13:00 PM",Kudos,Activity,12358390791
"Sep 8, 2024, 2:13:06 PM",Kudos,Activity,12358390639
"Sep 8, 2024, 2:13:12 PM",Kudos,Activity,12357850260
"Sep 8, 2024, 2:59:56 PM",Kudos,Activity,12358914534
"Sep 9, 2024, 1:20:11 AM",Kudos,Activity,12362986920
"Sep 9, 2024, 11:19:51 AM",Kudos,Activity,12364970441
"Sep 9, 2024, 11:20:10 AM",Kudos,Activity,12364977888
"Sep 9, 2024, 11:20:31 AM",Kudos,Activity,12365156112
"Sep 9, 2024, 6:31:21 PM",Kudos,Activity,12366774392
"Sep 9, 2024, 6:31:24 PM",Kudos,Activity,12367146278
"Sep 9, 2024, 6:31:31 PM",Kudos,Activity,12367593587
"Sep 9, 2024, 9:41:14 PM",Kudos,Activity,12369082710
"Sep 9, 2024, 10:55:22 PM",Kudos,Activity,12369904062
"Sep 10, 2024, 1:14:39 AM",Kudos,Activity,12370504163
"Sep 10, 2024, 2:15:40 AM",Kudos,Activity,12370585193
"Sep 10, 2024, 2:15:58 AM",Kudos,Activity,12353045201
"Sep 10, 2024, 2:16:03 AM",Kudos,Activity,12370936086
"Sep 10, 2024, 11:52:54 AM",Kudos,Activity,12373742224
"Sep 10, 2024, 11:52:58 AM",Kudos,Activity,12373366502
"Sep 10, 2024, 11:53:10 AM",Kudos,Activity,12373739059
"Sep 10, 2024, 11:20:37 PM",Kudos,Activity,12379077021
"Sep 10, 2024, 11:20:39 PM",Kudos,Activity,12378846796
"Sep 11, 2024, 12:17:11 PM",Kudos,Activity,12382264545
"Sep 11, 2024, 12:17:29 PM",Kudos,Activity,12382333862
"Sep 11, 2024, 12:17:33 PM",Kudos,Activity,12382161402
"Sep 11, 2024, 12:17:39 PM",Kudos,Activity,12382352463
"Sep 11, 2024, 12:49:28 PM",Kudos,Activity,12383033494
"Sep 11, 2024, 9:18:01 PM",Kudos,Activity,12385776846
"Sep 11, 2024, 9:18:14 PM",Kudos,Activity,12385692792
"Sep 11, 2024, 9:18:22 PM",Kudos,Activity,12386806645
"Sep 11, 2024, 10:05:33 PM",Kudos,Activity,12387185841
"Sep 12, 2024, 4:26:00 AM",Kudos,Activity,12387485438
"Sep 12, 2024, 8:21:14 PM",Kudos,Activity,12392029362
"Sep 12, 2024, 8:21:19 PM",Kudos,Activity,12390802461
"Sep 12, 2024, 8:21:23 PM",Kudos,Activity,12390778125
"Sep 12, 2024, 10:41:10 PM",Kudos,Activity,12395489388
"Sep 12, 2024, 10:41:12 PM",Kudos,Activity,12394997103
